"拼音排序","編號","詞彙","拼音","等級","詞類","英文解釋"
"A",,,,,,
889,"0865","旁邊","pángbiān ","B","(N)","side, by the side of, near by"
890,"0798","胖","pàng ","B","(VS)","to be fat"
891,"1150","跑","păo ","B","(VA)","to run"
892,"1059","陪","péi ","B","(VA)","to accompany, to keep sb. company"
893,"0662","朋友","péngyǒu ","B","(N)","friend"
894,"0342","皮","pí ","B","(N)","skin, leather"
895,"0343","皮包","píbāo ","B","(N)","handbag, briefcase"
896,"0960","啤酒","píjiŭ ","B","(N)","beer"
897,"1553","篇","piān ","B","(M)","measure word for writings, etc."
898,"0718","便宜","piányí ","B","(VS)","to be cheap"
899,"0219","片","piàn ","B","(M)","partial measure word for a vast expanse of something"
900,"1016","瓶","píng ","B","(M)","a bottle of"
901,"0307","平","píng ","B","(VS)","flat, level "
902,"0308","平安","píngān ","B","(VS)","safe and sound"
903,"0309","平常","píngcháng ","B","(N)","in ordinary/normal times, ordinarily, usually"
904,"1521","蘋果","píngguǒ ","B","(N)","apple"
905,"1017","瓶子","píngzi ","B","(N)","bottle"
906,"1025","票","piào ","B","(N)","ticket"
907,"1309","漂亮","piàoliàng ","B","(VS)","to be beautiful, to be pretty"
908,"0900","破","pò ","B","(VS)","to be broken"
909,"1238","葡萄","pútáo ","B","(N)","grape"
"Q",,,,,,
910,"0018","七","qī ","B","(Det)","seven"
911,"1506","騎","qí ","B","(VA)","to ride; to drive ( a bicycle, motor cycle, horse, etc. )"
912,"0619","奇怪","qíguài ","B","(VS)","to be strange, to be queer, to be unusual"
913,"0603","其它","qítā ","B","(Det)","others, the rest, other,else"
914,"0602","其他","qítā ","B","(Det)","others, the rest, other, else"
915,"0601","其中","qízhōng ","B","(Det)","among (which, them, etc.); in (which, it, etc.)"
916,"0922","起","qǐ ","B","(VA)","to stand up, get up, to lift, to rise"
917,"0923","起床","qǐchuáng ","B","(VA)","to get up"
918,"0924","起來","qǐlái ","B","(VA)","to stand up, to rise"
919,"0881","氣","qì ","B","(VS)","anger, get angry"
920,"0561","汽車","qìchē ","B","(N)","automobile, car"
921,"0560","汽水","qìshuǐ ","B","(N)","soda pop, carbonated drink"
922,"0069","千","qiān ","B","(Det)","thousand"
923,"1274","鉛筆","qiānbǐ ","B","(N)","pencil"
924,"1441","錢","qián ","B","(N)","money; Chien(a Chinese surname)"
925,"0719","前","qián ","B","(Det)","former, preceding"
926,"0720","前","qián ","B","(Post)","before, ago"
927,"0721","前","qián ","B","(N)","front"
928,"0724","前面","qiánmiàn ","B","(N)","in front, ahead, above, preceding"
929,"0723","前年","qiánnián ","B","(N)","year before last"
930,"0722","前天","qiántiān ","B","(N)","the day before yesterday"
931,"1008","淺","qiăn ","B","(VS)","(1)shallow; easy, simple; (2)superficial; (3)light (of color)"
932,"1461","牆","qiáng ","B","(N)","wall"
933,"1201","搶","qiăng ","B","(VA)","(1)to rob, take by violence, pillage, loot, vie for (work/etc.)"
934,"1417","橋","qiáo ","B","(N)","bridge"
935,"0301","巧克力","qiăokèlì ","B","(N)","chocolate"
936,"1427","親","qīn ","B","(VA)","to kiss"
937,"1341","輕","qīng ","B","(VS)","to be light"
938,"1009","清","qīng ","B","(VS)","pure, clear "
939,"0709","青菜","qīngcài ","B","(N)","green vegetables, greens"
940,"1010","清楚","qīngchŭ ","B","(VS)","to be clear"
941,"0708","青年","qīngnián ","B","(N)","youth, young people"
942,"1090","晴","qíng ","B","(VS)","fine, clear, fair"
943,"0983","情況","qíngkuàng ","B","(N)","circumstances, situation"
944,"1091","晴天","qíngtiān ","B","(N)","clear day, sunny day"
945,"0982","情形","qíngxíng ","B","(N)","circumstances, situation"
946,"1389","請","qǐng ","B","(VA)","to please, to invite"
947,"1391","請假","qǐngjià ","B","(VA)","to ask for leave"
948,"1390","請客","qǐngkè ","B","(VA)","to host, to invite, to treat someone ( to dinner, etc. )"
949,"1392","請問","qǐngwèn ","B","(VA)","Excuse me, may I ask...?"
950,"1364","慶祝","qìngzhù ","B","(VA)","to celebrate"
951,"0788","秋","qiū ","B","(N)","autumn, fall"
952,"0789","秋天","qiūtiān ","B","(N)","autumn, fall"
953,"0543","求","qiú ","B","(VA)","to beseech, to request"
954,"1013","球","qiú ","B","(N)","ball"
955,"0261","去","qù ","B","(VA)","to go"
956,"0262","去年","qùnián ","B","(N)","last year"
957,"0359","全","quán ","B","(Det)","all, whole"
958,"0361","全部","quánbù ","B","(Det)","all, whole"
959,"0360","全身","quánshēn ","B","(N)","whole body"
960,"0727","卻","què ","B","(Adv)","however, but, yet, indeed"
961,"1241","裙子","qúnzi ","B","(N)","skirt"
"R",,,,,,
962,"1107","然後","ránhòu ","B","(Adv)","afterwards, then"
963,"1546","讓","ràng ","B","(VS)","used in a passive sentence structure to introduce the agent; to let, to allow, to permit , to make"
964,"1376","熱","rè ","B","(VS)","to be hot"
965,"1378","熱狗","règǒu ","B","(N)","hot dog"
966,"1379","熱鬧","rènào ","B","(VS)","to be lively, to be fun, to be bustling with noise"
967,"1377","熱水","rèshuǐ ","B","(N)","hot water"
968,"0024","人","rén ","B","(N)","person, people"
969,"0028","人家","rénjiā ","B","(N)","dwelling, household, family, sb. else's house"
970,"0029","人家","rénjiā ","B","(N)","a pronoun for sb. else, I (used by females)"
971,"0025","人口","rénkǒu ","B","(N)","population"
972,"0026","人民","rénmín ","B","(N)","the people, citizen"
973,"0027","人們","rénmen ","B","(N)","people"
974,"1331","認","rèn ","B","(VA)","to recognize; to know, to acknowledge"
975,"1334","認得","rèndé ","B","(VS)","to know (as in to recognize)"
976,"0355","任何","rènhé ","B","(Det)","any"
977,"1335","認識","rènshì ","B","(VS)","to recognize, to realize"
978,"1332","認為","rènwéi ","B","(VA)","to believe that, consider that"
979,"1333","認真","rènzhēn ","B","(VS)","to be conscientious, earnest, serious"
980,"0315","扔","rēng ","B","(VA)","to throw, to toss, to throw away"
981,"0195","日","rì ","B","(N)","(certain) day; daytime"
982,"0196","日","rì ","B","(M)","date"
983,"0198","日記","rìjì ","B","(N)","diary"
984,"0199","日期","rìqí ","B","(N)","date"
985,"0197","日子","rìzi ","B","(N)","day (date), days (time)"
986,"0858","容易","róngyì ","B","(VS)","to be easy"
987,"0479","肉","ròu ","B","(N)","meat"
988,"0426","如果","rúguǒ ","B","(Conj) ","if, in case, in the event of"
"S",,,,,,
989,"0039","三","sān ","B","(Det)","three"
990,"1067","傘","săn ","B","(N)","umbrella"
991,"1089","散步","sànbù ","B","(VA)","to take a walk"
992,"1097","森林","sēnlín ","B","(N)","forest"
993,"0466","死","sǐ ","B","(VS)","to die"
994,"0288","四","sì ","B","(Det)","four"
995,"0925","送","sòng ","B","(VA)","to escort, to deliver, to send off, to present"
996,"0967","宿舍","sùshè ","B","(N)","dormitory"
997,"1343","酸","suān ","B","(VS)","to be sour"
998,"1319","算","suàn ","B","(VA)","to calculate"
999,"1479","雖然","suīrán ","B","(Conj)","though, although"
1000,"1444","隨便","suíbiàn ","B","(VS)","whatever, wherever, whenever, do as one please"
1001,"1445","隨時","suíshí ","B","(Adv)","at any time, at all times, whenever necessary, as occasion demands"
1002,"1212","歲","suì ","B","(M)","measure word for the age of people or animals"
1003,"0644","所","suǒ ","B","(M)","(1)measure word for buildings; (2)measure word for offices, working units, etc."
1004,"0645","所以","suǒyǐ ","B","(Conj)","so, therefore"
1005,"0646","所有","suǒyǒu ","B","(Det)","all"
1006,"1004","殺","shā ","B","(VA)","to kill"
1007,"0544","沙發","shāfā ","B","(N)","sofa"
1008,"0102","山","shān ","B","(N)","mountain"
1009,"0952","商店","shāngdiàn ","B","(N)","shop, store"
1010,"0054","上","shàng ","B","(Post)","on, above"
1011,"0055","上","shàng ","B","(Det)","preceding, previous"
1012,"0056","上","shàng ","B","(VA)","go up, mount, board, get on, go to, leave for, present, forge/go ahead, enter"
1013,"0062","上班","shàngbān ","B","(VA)","to begin work, to start work, to go to work"
1014,"0059","上車","shàngchē ","B","(VA)","get on/into (car/train/etc.)"
1015,"0063","上街","shàngjiē ","B","(VA)","to go into the street, to go shopping"
1016,"0064","上課","shàngkè ","B","(VA)","to go to class, to attend classs"
1017,"0060","上來","shànglái ","B","(VA)","come up; up"
1018,"0061","上面","shàngmiàn ","B","(N)","above, up there"
1019,"0058","上去","shàngqù ","B","(VA)","go up"
1020,"0057","上午","shàngwŭ ","B","(N)","before noon, morning"
1021,"0065","上學","shàngxué ","B","(VA)","attend school, be at school"
1022,"1422","燒","shāo ","B","(VA)","(1)to burn; (2)to cook, heat, roast, stew"
1023,"0173","少","shăo ","B","(VS)","few, less"
1024,"0174","少","shăo ","B","(VS)","be deficient, (of things) to be missing"
1025,"0175","少","shăo ","B","(Adv)",
1026,"0138","什麼","shéme ","B","(Det)","what"
1027,"1396","誰","shéi ","B","(N)","who, whom"
1028,"1011","深","shēn ","B","(VS)","(1)to be  deep; (2)profound or difficult (for); (3)(of colors) dark or deep"
1029,"0573","身上","shēnshàng ","B","(N)","(on one's) body"
1030,"0574","身體","shēntǐ ","B","(N)","body"
1031,,,,,,
1032,"0327","生","shēng ","B","(VA)","to give birth to "
1033,"0333","生病","shēngbìng ","B","(VS)","to become ill, to be sick"
1034,"0330","生活","shēnghuó ","B","(N)","life"
1035,"0331","生活","shēnghuó ","B","(VA)","to live"
1036,"0332","生氣","shēngqì ","B","(VS)","to be angry;  to take offense"
1037,"0328","生日","shēngrì ","B","(N)","birthday"
1038,"0334","生意","shēngyì ","B","(N)","business, trade"
1039,"0329","生字","shēngzì ","B","(N)","unfamiliar word, new word (in pedagogy)"
1040,"1467","聲調","shēngdiào ","B","(N)","tone, note"
1041,"1466","聲音","shēngyīn ","B","(N)","sound, voice"
1042,"1073","剩","shèng ","B","(VS)","to be left over; to remain"
1043,"0034","十","shí ","B","(Det)","ten"
1044,"0869","時代","shídài ","B","(N)","times, era, epoch, period in one's life"
1045,"0035","十分","shífēn ","B","(Adv)","completely, very, fully, utterly, extremely"
1046,"0870","時候","shíhòu ","B","(N)","time"
1047,"0871","時間","shíjiān ","B","(N)","time"
1048,"0347","石頭","shítóu ","B","(N)","stone"
1049,"0346","石油","shíyóu ","B","(N)","petroleum, oil"
1050,"0826","食物","shíwù ","B","(N)","food, edibles"
1051,"0036","十字路口","shízìlùkǒu ","B","(N)","a crossroads, a crossing, an intersection, a crossing place"
1052,"0595","使用","shǐyòng  ","B","(VA)","to use; to put to use; to make use of"
1053,"0590","事","shì ","B","(N)","affair, work"
1054,"0757","是","shì ","B","(SHI)","(1)to be ( am, are, is ) ; (2)certainly, for sure"
1055,"1251","試","shì ","B","(VA)","to try, to test"
1056,"0305","市場","shìchăng ","B","(N)","market"
1057,"0226","世界","shìjiè ","B","(N)","the world"
1058,"0591","事情","shìqíng ","B","(N)","affair; something to do, a matter, event"
1059,"0592","事實","shìshí ","B","(N)","fact"
1060,"0445","收","shōu ","B","(VA)","to accept, to receive"
1061,"0446","收","shōu ","B","(VA)","to collect, to gather"
1062,"0181","手","shǒu ","B","(N)","hand"
1063,"0184","手錶","shǒubiăo ","B","(N)","wristwatch"
1064,"0183","手機","shǒujī ","B","(N)","cellular phone"
1065,"0182","手套","shǒutào","B","(N)","gloves"
1066,"1380","瘦","shòu ","B","(VS)","to be thin"
1067,"1429","輸","shū ","B","(VA)","to lose, to be defeated"
1068,"0872","書","shū ","B","(N)","book"
1069,"0873","書包","shūbāo ","B","(N)","school-bag"
1070,"0874","書店","shūdiàn ","B","(N)","bookstore"
1071,"1136","舒服","shūfú ","B","(VS)","comfortable"
1072,"0875","書架","shūjià ","B","(N)","bookshelf, bookcase"
1073,"0876","書桌","shūzhuō ","B","(N)","desk"
1074,"1375","熟","shóu ","B","(VS)","ripe, cooked, done, deep (sleep, thoughts, etc.)"
1075,"1366","數","shŭ ","B","(VA)","to count"
1076,"1092","暑假","shŭjià ","B","(N)","summer vacation"
1077,"1416","樹","shù ","B","(N)","tree"
1078,"1367","數學","shùxué ","B","(N)","mathematics"
1079,"0605","刷牙","shuāyá ","B","(VA)","to brush ones teeth"
1080,"1502","雙","shuāng ","B","(M)","measure word for some organs of the human body"
1081,"0212","水","shuǐ ","B","(N)","water"
1082,"0213","水果","shuǐguǒ ","B","(N)","fruit"
1083,"0214","水餃","shuǐjiăo ","B","(N)","boiled dumpling"
1084,"1315","睡","shuì ","B","(VA)","to sleep"
1085,"1316","睡覺","shuìjiào ","B","(VA)","to sleep"
1086,"1336","說","shuō ","B","(VA)","to speak, to say"
1087,"1339","說話","shuōhuà ","B","(VA)","to speak, to talk, to say"
1088,"1337","說明","shuōmíng ","B","(VA)","to explain, to illustrate, to show"
1089,"1338","說明","shuōmíng ","B","(N)","explanation, illustration, show"
"T",,,,,,
1090,"0424","她","tā ","B","(N)","she"
1091,"0299","它","tā ","B","(N)","it"
1092,"0237","他","tā ","B","(N)","he"
1093,"0238","他們","tāmen ","B","(N)","they"
1094,"0300","它們","tāmen ","B","(N)","they (non-human)"
1095,"0425","她們","tāmen ","B","(N)","they (female)"
1096,"0285","台","tái ","B","(M)","measure word for machines, facilities, etc."
1097,"0652","抬","tái ","B","(VA)","to carry (together); to lift, to raise"
1098,"1348","颱風","táifēng ","B","(N)","typhoon"
1099,"0170","太","tài ","B","(Adv)","too"
1100,"1303","態度","tàidù ","B","(N)","manner, attitude"
1101,"0171","太太","tàitai ","B","(N)","wife, Mrs., "
1102,"0172","太陽","tàiyáng ","B","(N)","the sun"
1103,"1388","談","tán ","B","(VA)","to talk about"
1104,"1103","湯","tāng ","B","(N)","soup"
1105,"1104","湯匙","tāngchí ","B","(N)","soup spoon"
1106,"1424","糖","táng ","B","(N)","candy, sugar"
1107,"1401","躺","tăng ","B","(VA)","to lie, to recline"
1108,"0920","討論","tăolùn ","B","(VA)","to discuss, to take something up with someone, to talk about"
1109,"0921","討論","tăolùn ","B","(N)","discussion"
1110,"0919","討厭","tăoyàn ","B","(VS)","to loathe, to dislike, to have a dislike of, to take an aversion to"
1111,"0850","套","tào ","B","(M)","collective measure word for a group of things used togather"
1112,"0887","特別","tèbié ","B","(VS)","to be special"
1113,"0894","疼","téng ","B","(VS)","to be ache, to be in pain, to be sore"
1114,"0895","疼","téng ","B","(VS)","to love dearly"
1115,"1400","踢","tī ","B","(VA)","to kick"
1116,"1085","提高","tígāo ","B","(VA)","to lift, to raise, to heighten, to enhance, to increase, to improve, to advance"
1117,"1084","提供","tígōng ","B","(VA)","to provide; to supply; to put sth. up"
1118,"1545","體育","tǐyù ","B","(N)","physical education/training, sports"
1119,"1093","替","tì ","B","(Prep)","to take the place of, on behalf of"
1120,"0166","天","tiān ","B","(N)","day, sky, heaven"
1121,"0167","天","tiān ","B","(M)","day"
1122,"0169","天氣","tiānqì ","B","(N)","weather"
1123,"0168","天天","tiāntiān ","B","(Adv)","every day, daily"
1124,"1018","甜","tián ","B","(VS)","to be sweet"
1125,"1185","填","tián ","B","(VA)","to fill in, to stuff"
1126,"1003","條","tiáo ","B","(M)","individual measure word for limbs of persons or animals"
1127,"1259","跳","tiào ","B","(VA)","to jump, to palpitate, to skip (over)"
1128,"1260","跳舞","tiàowŭ ","B","(VA)","to dance"
1129,"1142","貼","tiē ","B","(VA)","to paste"
1130,"1533","聽","tīng ","B","(VA)","to listen"
1131,"1534","聽到","tīngdào ","B","(VA)","to hear"
1132,"1535","聽說","tīngshuō ","B","(VA)","hear, hear it said"
1133,"0937","停","tíng ","B","(VS)","to stop"
1134,"0938","停車","tíngchē ","B","(VA)","to park the car"
1135,"1050","通","tōng ","B","(VS)","unimpeded, unblocked"
1136,"1053","通過","tōngguò ","B","(VA)","to pass through; to come through; to get across"
1137,"1051","通知","tōngzhī ","B","(VA)","to inform, to notify"
1138,"1052","通知","tōngzhī ","B","(N)","notice, circular"
1139,"0369","同","tóng ","B","(Det)","simialr,same"
1140,"0370","同時","tóngshí ","B","(N)","simultaneously; in the meantime; in the meanwhile; at the same time; at one time; in chorus"
1141,"0374","同學","tóngxué ","B","(N)","fellow student, schoolmate"
1142,"0371","同意","tóngyì ","B","(VS)","to agree, to consent, to approve"
1143,"0372","同樣","tóngyàng ","B","(VS)","same, equal, similar"
1144,"0373","同樣","tóngyàng ","B","(Adv)","equally"
1145,"1113","痛","tòng ","B","(VS)","to be painful"
1146,"1114","痛苦","tòngkŭ ","B","(VS)","be painful"
1147,"0946","偷","tōu ","B","(VA)","to steal, to burglarize"
1148,"1446","頭","tóu ","B","(N)","head"
1149,"1447","頭髮","tóufă ","B","(N)","hair (on human head)"
1150,"1292","圖","tú ","B","(N)","picture, drawing, chart, map"
1151,"1293","圖片","túpiàn ","B","(N)","picture, photograph"
1152,"1294","圖書館","túshūguăn ","B","(N)","library"
1153,"0075","土","tŭ ","B","(N)","soil, earth, clay, land"
1154,"0076","土地","tŭdì ","B","(N)","ground, soil, acres, land"
1155,"0989","推","tuī ","B","(VA)","to push forward"
1156,"1326","腿","tuǐ ","B","(N)","leg"
1157,"1034","脫","tuō ","B","(VA)","to peel, to take or to cast off"
"W",,,,,,
1158,"1529","襪子","wàzi ","B","(N)","socks, stockings, hose"
1159,"0289","外","wài ","B","(Post)","outside, excluding"
1160,"0295","外邊","wàibiān ","B","(N)","outside, exterior"
1161,"0293","外國","wàiguó ","B","(N)","foreign country"
1162,"0291","外面","wàimiàn ","B","(N)","outside, exterior"
1163,"0292","外套","wàitào ","B","(N)","overcoat"
1164,"0290","外文","wàiwén ","B","(N)","foreign language"
1165,"0294","外語","wàiyŭ ","B","(N)","foreign language"
1166,"0677","玩(兒)","wán(ér)","B","(VA)","to play, to enjoy"
1167,"0517","完","wán","B","(VS)","to finish, to complete (something)"
1168,"0519","完成","wánchéng ","B","(VA)","to accomplish, to complete, to fulfill"
1169,"0518","完全","wánquán ","B","(Adv)","completely, fully, wholly, absolutely"
1170,"0996","晚","wăn ","B","(N)","evening, night"
1171,"0997","晚","wăn ","B","(VS)","to be late"
1172,"1226","碗","wăn ","B","(N)","bowl"
1173,"0999","晚安","wănān ","B","(VS)","good night"
1174,"1002","晚餐","wăncān ","B","(N)","dinner, supper"
1175,"1000","晚飯","wănfàn ","B","(N)","supper, dinner"
1176,"1001","晚會","wănhuì ","B","(N)","evening entertainment/party"
1177,"0998","晚上","wănshàng ","B","(N)","evening"
1178,"1227","萬","wàn ","B","(Det)","ten thousand"
1179,"0632","往","wăng ","B","(Prep)","toward"
1180,"1324","網球","wăngqiú ","B","(N)","tennis, tennis ball"
1181,"0525","忘","wàng ","B","(VS)","to forget"
1182,"0526","忘記","wàngjì ","B","(VS)","to forget"
1183,"0368","危險","wéixiăn ","B","(VS)","dangerous, perilous"
1184,"0774","為","wèi ","B","(Prep)","because of, for (someone or something)"
1185,"1075","喂","wèi ","B","(VS)","hello, hey"
1186,"0490","位","wèi ","B","(M)","individual measure word for people"
1187,"0612","味道","wèidào ","B","(N)","taste, flavor, smell, odor"
1188,"0319","未來","wèilái ","B","(N)","future"
1189,"0775","為什麼","wèishéme ","B","(Adv)","why"
1190,"0491","位子","wèizi ","B","(N)","seat, place"
1191,"1325","聞","wén ","B","(VA)","to smell"
1192,"1554","文化","wénhuà ","B","(N)","culture, civilization, education, literacy"
1193,"0188","文學","wénxué ","B","(N)","literature"
1194,"0186","文字","wénzì ","B","(N)","characters, script, writing, written language, writing style/phraseology"
1195,"0187","文章","wénzhāng ","B","(N)","essay, article, literary works, writings"
1196,"0958","問","wèn ","B","(VA)","to ask"
1197,"0959","問題","wèntí ","B","(N)","problem/question"
1198,"0531","我","wǒ ","B","(N)","I, self"
1199,"0532","我們","wǒmen ","B","(N)","we, us"
1200,"1086","握手","wòshǒu ","B","(VA)","to shake (or clasp) hands"
1201,"0736","屋子","wūzi ","B","(N)","house"
1202,"1106","無聊","wúliáo ","B","(VS)","to be bored ; to be boring and uninteresting; to be a nuisance; to be nonsensical"
1203,"0137","五","wŭ ","B","(Det)","five"
1204,"0164","午餐","wŭcān ","B","(N)","lunch"
1205,"0163","午飯","wŭfàn ","B","(N)","lunch"
"X",,,,,,
1206,"0486","西","xī ","B","(N)","west"
1207,"0489","西邊","xībiān  ","B","(N)","west side"
1208,"0488","西餐","xīcān","B","(N)","Western-style food, western-style food, western food"
1209,"0487","西瓜","xīguā ","B","(N)","watermelon"
1210,"0520","希望","xīwàng ","B","(VS)","to hope, to wish"
1211,"0521","希望","xīwàng ","B","(N)","hope, wish"
1212,"1030","習慣","xíguàn ","B","(N)","habit"
1213,"1031","習慣","xíguàn ","B","(VS)","be accustomed/used to"
1214,"0767","洗","xǐ ","B","(VA)","to wash"
1215,"1076","喜歡","xǐhuān ","B","(VS)","to like"
1216,"0768","洗手間","xǐshǒujiān ","B","(N)","toilet"
1217,"0769","洗衣機","xǐyījī ","B","(N)","washing machine"
1218,"0770","洗澡","xǐzăo ","B","(VA)","to take (or have) a bath"
1219,"1028","細","xì ","B","(VS)","to be fine, delicate"
1220,"0040","下","xià ","B","(Post)","next, second"
1221,"0041","下","xià ","B","(Det)","under (condition/fact etc.)"
1222,"0042","下","xià ","B","(M)","measure word to show the frequency of an action"
1223,"0043","下","xià ","B","(VA)","go downwards, descend, alight, go to, exit, leave"
1224,"0051","下班","xiàbān ","B","(VA)","to get off from work, to go off work"
1225,"0046","下車","xiàchē ","B","(VA)","to get off/out of vehicle"
1226,"0053","下課","xiàkè ","B","(VS)","to get out of class, end of class"
1227,"0047","下來","xiàlái ","B","(VA)","to come down from a higher place"
1228,"0048","下來","xiàlái ","B","(VA)","[aspect]"
1229,"0050","下面","xiàmiàn ","B","(N)","under, below"
1230,"0045","下去","xiàqù ","B","(VA)","go down; descend"
1231,"0849","夏天","xiàtiān ","B","(N)","summer, summertime"
1232,"0044","下午","xiàwŭ ","B","(N)","afternoon"
1233,"0052","下雪","xiàxuě ","B","(VA)","to snow"
1234,"0049","下雨","xiàyŭ ","B","(VA)","to rain"
1235,"0357","先","xiān ","B","(Adv)","first, in advance, before"
1236,"0358","先生","xiānshēng ","B","(N)","mister, Mr., gentleman, sir, husband"
1237,"1014","現代","xiàndài ","B","(N)","modern times, contemporary age"
1238,"1015","現在","xiànzài ","B","(N)","now, right now"
1239,"0828","香","xiāng ","B","(VS)","to be scented, to be fragrant"
1240,"1159","鄉下","xiāngxià ","B","(N)","countryside"
1241,"0776","相信","xiāngxìn ","B","(VS)","to believe (in); to trust"
1242,"1383","箱子","xiāngzi ","B","(N)","chest, box, case, trunk"
1243,"1195","想","xiăng ","B","(VA)","to think, to miss"
1244,"1531","響","xiăng ","B","(VS)","to make a sound; loud"
1245,"1196","想法","xiăngfă ","B","(N)","idea"
1246,"0377","向","xiàng ","B","(Prep)","to, towards"
1247,"1290","像","xiàng ","B","(VA)","to be alike, to be like; to resemble"
1248,"0882","消息","xiāoxí ","B","(N)","news, information"
1249,"0093","小","xiăo ","B","(VS)","small, little, petty, minor; young"
1250,"0097","小孩(子/兒)","xiăohái(zi/ér) ","B","(N)","child"
1251,"0095","小姐","xiăojiě ","B","(N)","Miss"
1252,"0096","小朋友","xiăopéngyǒu ","B","(N)","children, little boy/girl, child (adult address to child)"
1253,"0098","小時","xiăoshí ","B","(N)","hour"
1254,"0100","小說","xiăoshuō ","B","(N)","novel, short story"
1255,"0099","小偷","xiăotōu ","B","(N)","thief, burglar"
1256,"0094","小心","xiăoxīn ","B","(VS)","to take care, be careful"
1257,"0101","小學","xiăoxué ","B","(N)","primary school, elementary school"
1258,"0904","笑","xiào ","B","(VA)","to smile, to laugh"
1259,"0905","笑","xiào ","B","(VA)","to laugh at"
1260,"0906","笑話","xiàohuà ","B","(N)","joke"
1261,"0877","校長","xiàozhăng ","B","(N)","principal / head of a school, head-master"
1262,"0593","些","xiē ","B","(M)","(1)indefinite measure word for indefinite quantity; (2)measure word following a verb or an adjective to indicate the state of an action or matter"
1263,"0594","些","xiē ","B","(Adv_P)","a little bit"
1264,"1405","鞋(子)","xié(zi) ","B","(N)","shoes"
1265,"1356","寫","xiě ","B","(VA)","to write"
1266,"1358","寫信","xiěxìn ","B","(VA)","to write a letter"
1267,"1357","寫字","xiězì ","B","(VA)","to write (characters)"
1268,"1474","謝謝","xièxie ","B","(VS)","to thanks, to thank you"
1269,"0179","心","xīn ","B","(N)","heart"
1270,"1202","新","xīn ","B","(VS)","to be new"
1271,"0577","辛苦","xīnkŭ ","B","(VS)","hard, toilsome, painstaking"
1272,"1203","新年","xīnnián ","B","(N)","New Year"
1273,"0180","心情","xīnqíng ","B","(N)","mood, frame/state of mind"
1274,"1204","新聞","xīnwén ","B","(N)","news"
1275,"0712","信","xìn ","B","(N)","letter, mail, message"
1276,"0713","信","xìn ","B","(VS)","to trust; to believe"
1277,"0716","信封","xìnfēng ","B","(N)","envelope"
1278,"0717","信箱","xìnxiāng ","B","(N)","letter box, mailbox, post-office box"
1279,"0714","信心","xìnxīn ","B","(N)","confidence, faith"
1280,"0715","信用卡","xìnyòngkă ","B","(N)","credit card"
1281,"0758","星(星)","xīng(xing) ","B","(N)","stars"
1282,"0759","星期","xīngqí ","B","(N)","week"
1283,"0761","星期日","xīngqírì ","B","(N)","Sunday"
1284,"0760","星期天","xīngqítiān ","B","(N)","Sunday"
1285,"0484","行","xíng ","B","(VS)","to be OK, to be permitted"
1286,"0622","姓","xìng ","B","(VA)","be surnamed"
1287,"0623","姓","xìng ","B","(N)","surname, family/clan name"
1288,"0624","姓名","xìngmíng ","B","(N)","full name"
1289,"1425","興趣","xìngqù ","B","(N)","interest"
1290,"0241","兄弟","xiōngdì ","B","(N)","brother(s)"
1291,"0353","休息","xiūxí ","B","(VA)","to rest, to relax"
1292,"1345","需要","xūyào ","B","(VS)","to need, to demand"
1293,"1346","需要","xūyào ","B","(N)","need, want, require, demand"
1294,"1042","許多","xŭduō ","B","(Det)","many, a lot of"
1295,"1433","選","xuăn ","B","(VA)","to choose, to elect"
1296,"1434","選擇","xuănzé ","B","(VA)","to choose, to select"
1297,"1435","選擇","xuănzé ","B","(N)","a choice, selection, option"
1298,"1407","學","xué ","B","(VA)","to study"
1299,"1412","學費","xuéfèi ","B","(N)","school tuition fees"
1300,"1411","學期","xuéqí ","B","(N)","school term, semester"
1301,"1408","學生","xuéshēng ","B","(N)","student"
1302,"1410","學習","xuéxí ","B","(VA)","to study; to learn"
1303,"1409","學校","xuéxiào ","B","(N)","school, educational institution"
1304,"1062","雪","xuě ","B","(N)","snow"
"Y",,,,,,
1305,"0512","呀","yā ","B","(P)","used in emphasis"
1306,"0220","牙","yá ","B","(N)","tooth"
1307,"0222","牙齒","yáchǐ ","B","(N)","tooth"
1308,"0221","牙刷","yáshuā ","B","(N)","toothbrush"
1309,"0807","要求","yāoqiú ","B","(VA)","to ask, to request, to demand"
1310,"0808","要求","yāoqiú ","B","(N)","request, demand"
1311,"0804","要","yào ","B","(Adv)","must, should"
1312,"0806","要","yào ","B","(VA)","want/wish (to), ask (for); demand, request"
1313,"1508","藥","yào ","B","(N)","medicine"
1314,"0810","要緊","yàojǐn ","B","(VS)","important, essential, critical, serious"
1315,"1548","鑰匙","yàoshi ","B","(N)","key"
1316,"0809","要是","yàoshì ","B","(Conj)","if"
1317,"1547","鹽","yán ","B","(N)","salt"
1318,"0783","研究","yánjiù ","B","(N)","study, research"
1319,"0784","研究","yánjiù ","B","(VA)","to study, to research "
1320,"1505","顏色","yánsè ","B","(N)","color"
1321,"1518","嚴重","yánzhòng ","B","(VS)","serious, grave, critical"
1322,"1023","眼睛","yănjīng ","B","(N)","eyes"
1323,"1024","眼鏡","yănjìng ","B","(N)","glasses, spectacles"
1324,"0471","羊","yáng ","B","(N)","sheep, goat"
1325,"1171","陽光","yángguāng ","B","(N)","sunlight, sunshine"
1326,"1368","樣","yàng ","B","(M)","(1)measure word for a variety of material objects; (2)measure word for some abstract things"
